longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity,,median_house_value
-117.43,34.12,7,5954,1071,3567,1070,3.2056,127477,INLAND,,134100
-118.27,34.13,46,1613,396,966,416,2.9392,227967,<1H OCEAN,,230300
-122.11,37.42,32,3058,595,1267,540,6.4949,408105.05,NEAR BAY,,417800
-122.27,38.12,45,4423,1001,2109,874,2.6937,115627,NEAR BAY,,111800
-118.18,34.04,36,1807,630,2118,669,1.55,132265,<1H OCEAN,,129000
-118.19,33.77,52,1562,616,692,512,1.4048,180210,NEAR OCEAN,,200000
-117.14,32.71,43,966,255,857,208,1.2841,82386,NEAR OCEAN,,72000
-118.55,34.2,31,1963,420,1494,415,3.5313,211291,<1H OCEAN,,211800
-117.88,33.78,26,3141,670,1572,724,3.3472,227401,<1H OCEAN,,237400
-115.57,32.83,31,1494,289,959,284,3.5282,74935,INLAND,,67500
-122.25,37.77,52,2156,458,872,445,3.2685,250906,NEAR BAY,,254200
-118.32,33.8,39,1415,298,729,278,3.1648,249096,<1H OCEAN,,244800
-117.28,34.13,29,2077,577,1418,524,1.8281,77152,INLAND,,76800
-117.02,32.81,26,1998,301,874,305,5.4544,187324,<1H OCEAN,,180900
-118.66,34.43,9,2356,469,1556,386,3.775,159103,INLAND,,155000
-118.36,33.87,19,2512,575,1275,544,4.9375,297444,<1H OCEAN,,293000
-118.03,33.87,16,2306,393,1368,387,5.93,274483,<1H OCEAN,,277600
-121.83,38,8,2572,738,1384,684,1.7161,109943,INLAND,,75800
-118.33,34.09,36,561,180,340,127,1.4375,174713,<1H OCEAN,,165000
-117.87,34.08,33,3630,800,2257,796,3.2469,200376,<1H OCEAN,,206900
-118.5,34.2,18,4249,933,2047,909,4.1304,233116,<1H OCEAN,,229100
-118.36,34.1,52,1295,281,578,273,2.976,379401.06,<1H OCEAN,,405100
-118.39,33.81,35,1008,165,391,167,3.7778,430812.11,NEAR OCEAN,,487500
-122.1,37.69,44,2341,500,1256,485,2.9507,162535,NEAR BAY,,157100
-118.22,33.98,30,1971,645,2650,605,2.0357,162989,<1H OCEAN,,169900
-122.26,37.85,52,3618,768,1508,755,3.2619,282555,NEAR BAY,,309600
-118.13,33.79,44,2153,375,947,364,5.0072,239255.01,NEAR OCEAN,,236200
-118.08,33.76,26,1967,577,692,538,1.6111,65958,<1H OCEAN,,54300
-122.4,40.62,9,4794,889,2162,865,3.1439,107270,INLAND,,103100
-117.96,33.81,35,1996,326,1409,330,4.7738,183623,<1H OCEAN,,180000
-117.87,33.73,45,2264,,1970,499,3.4193,175867,<1H OCEAN,,177000
-118.13,33.86,45,1320,256,645,256,4.4,214820,<1H OCEAN,,209500
-121.04,39.19,17,856,167,518,170,3.5859,145677,INLAND,,144300
-117.92,33.61,36,1025,150,316,126,10.3048,499529.98,<1H OCEAN,,500001
-118.37,34.19,19,2890,821,2203,705,2.6696,190320,<1H OCEAN,,185100
-122.32,37.56,9,1150,287,377,243,3.8317,276584.05,NEAR OCEAN,,237500
-122.24,37.8,47,2046,588,1213,554,2.6292,177106,NEAR BAY,,182700
-118.36,33.88,26,1375,286,829,278,3.9844,246632,<1H OCEAN,,230700
-117.04,32.68,13,2132,425,1345,432,4,107006,NEAR OCEAN,,89300
-117.67,35.64,6,2115,342,927,337,6.1935,142912,INLAND,,115700
-122.31,37.57,45,1165,236,845,251,4.1875,286688.01,NEAR OCEAN,,267300
-118.18,34.63,19,3562,606,1677,578,4.1573,203517,INLAND,,228100
-118.16,33.97,13,221,63,286,64,1.9063,178749.01,<1H OCEAN,,175000
-118.11,33.86,35,1255,252,685,279,4.2,220764,<1H OCEAN,,226900
-118.07,33.72,24,1240,296,513,254,4.9044,422146.04,NEAR OCEAN,,485000
-118.57,34.17,35,2072,318,908,342,6.0928,334551.03,<1H OCEAN,,327300
-118.25,33.94,44,1463,312,940,312,2.3333,101025,<1H OCEAN,,99800
-118.29,34.1,43,1711,443,1190,429,3.5172,280855,<1H OCEAN,,265500
-117.6,34.11,18,6025,1062,3360,1028,4.8889,160155,INLAND,,155700
-121.42,38.68,32,2118,345,1019,338,3.725,111904,INLAND,,112200
-118.24,34.23,42,1541,280,753,264,5.1028,297602.01,<1H OCEAN,,292100
-121.53,38.5,17,3087,477,1365,495,6.4667,247027,INLAND,,216800
-122.69,38.46,32,2970,504,1117,512,5,268849,<1H OCEAN,,275900
-117.85,33.86,18,329,72,209,71,4.6806,190073,<1H OCEAN,,187500
-117.29,34.14,48,1717,307,610,267,3.125,98454,INLAND,,97600
-117.01,32.7,25,2321,398,1434,386,3.5341,122465,NEAR OCEAN,,120800
-117.97,33.85,45,818,147,546,152,5.1057,188090,<1H OCEAN,,170700
-123.52,41.01,17,1564,345,517,222,2.1542,79900,INLAND,,83800
-121.74,37.29,6,7292,1295,2468,1262,5.6411,293940.01,<1H OCEAN,,294700
-119.09,35.3,3,2821,519,1353,495,3.6852,100631,INLAND,,109800
-121.25,38.66,26,3670,556,1616,550,5.02,174277,INLAND,,169600
-120.89,37.54,30,509,115,275,115,2.2679,193640,INLAND,,250000
-118.31,33.99,49,857,196,694,228,2.895,120562,<1H OCEAN,,108000
-121.9,37.27,33,3410,583,1739,588,5.0714,257051,<1H OCEAN,,255600
-119.06,36.07,20,2683,553,1497,548,1.7031,61041,INLAND,,64600
-118.25,34.23,37,1954,368,967,370,5.0862,274295,<1H OCEAN,,261300
-118.18,33.77,49,2297,759,1105,629,1.8388,170368.01,NEAR OCEAN,,175000
-118.07,34.58,34,3416,601,1929,567,4.0147,120374,INLAND,,107400
-118.15,34.16,38,2471,529,1661,441,2.2765,153487,<1H OCEAN,,146600
-118.31,34.06,34,1848,667,1351,589,2.0547,353503,<1H OCEAN,,410000
-121.06,39.29,14,1864,331,894,332,3.4028,169782,INLAND,,171800
-117.22,32.8,23,1906,525,1029,491,2.93,190039,NEAR OCEAN,,183300
-122.51,37.78,47,2496,494,1201,454,4.0353,345002.01,NEAR BAY,,342200
-118.29,33.84,23,3626,799,2321,731,4.7393,233563,<1H OCEAN,,237900
-118.46,34.18,33,1791,386,844,397,4.5081,255386.02,<1H OCEAN,,251400
-118.94,35.4,14,5548,941,2815,935,4.2214,103618,INLAND,,104600
-122.49,37.74,44,1472,275,820,310,5.6826,316583.01,NEAR OCEAN,,300000
-117.9,33.85,35,1756,328,1026,332,3.6,193348,<1H OCEAN,,193500
-121.02,39.25,52,1549,275,604,249,2.2278,139234,INLAND,,155400
-117.96,33.81,34,1416,277,980,284,4.7772,186100,<1H OCEAN,,182500
-118.36,34.09,38,2158,582,1061,577,2.9643,331364.05,<1H OCEAN,,355300
-118.41,34.21,35,1789,292,897,267,5.592,239021,<1H OCEAN,,239900
-118.49,34.04,31,4066,951,1532,868,4.8125,473985.67,<1H OCEAN,,500001
-119.61,36.57,42,2242,521,1359,483,1.5833,62068,INLAND,,65100
-118.45,34.12,20,10722,1617,3731,1511,9.7449,498151.96,<1H OCEAN,,500001
-121.22,38.92,19,2531,461,1206,429,4.4958,194835,INLAND,,192600
-118.29,33.74,30,2074,533,1311,531,2.0329,222808,NEAR OCEAN,,225800
-122.44,37.73,43,3700,684,1488,623,5.5622,343950.09,NEAR BAY,,313600
-122.7,38.35,14,2313,,954,397,3.7813,153917,<1H OCEAN,,146500
-118.12,33.96,38,1301,264,877,275,4.625,194121,<1H OCEAN,,191300
-120.65,35.12,19,2949,662,1425,548,2.9615,177732,<1H OCEAN,,178100
-122.4,37.72,37,971,248,647,208,2.1187,237458.01,NEAR BAY,,239300
-118.2,33.97,28,2474,702,2830,694,2.754,163024,<1H OCEAN,,166200
-117.29,33.19,18,6235,1233,4127,1162,3.0704,162634,NEAR OCEAN,,151600
-117.44,34.09,12,3598,828,2588,781,2.375,112016,INLAND,,113800
-117.08,32.82,16,1787,236,770,228,7.1298,291401.03,<1H OCEAN,,278600
-117.05,32.59,26,1919,345,1326,341,4.2679,135610,NEAR OCEAN,,131900
-118.58,34.24,26,3239,647,1529,590,3.2426,232539,<1H OCEAN,,236900
-117.03,32.79,31,2366,383,1077,387,4.2992,171594,<1H OCEAN,,174400
-115.58,32.81,5,805,143,458,143,4.475,112567.01,INLAND,,96300
-118.25,33.92,36,949,164,502,163,4.1042,138125,<1H OCEAN,,124400
-118.27,33.92,34,1178,260,1166,244,1.9185,94495,<1H OCEAN,,93300
-122.04,37.24,24,1521,209,539,192,11.1557,499872.99,<1H OCEAN,,500001
-122.13,37.46,35,1321,300,1133,287,3.7312,170772,NEAR BAY,,159600
-122,37.33,30,4033,794,1788,807,5.6932,332283,<1H OCEAN,,338700
-122.2,37.79,44,1621,452,1354,491,2.619,130820,NEAR BAY,,134700
-119.09,34.35,20,4725,881,2823,869,4.0122,223330,<1H OCEAN,,214800
-118.96,34.23,14,15207,2924,6301,2829,3.9699,213939,<1H OCEAN,,217000
-117.25,32.74,40,2186,549,953,515,2.8007,261902,NEAR OCEAN,,257100
-118.21,34.04,47,1325,393,1557,352,2.8,145332,<1H OCEAN,,148400
-117.93,33.77,36,3157,582,1842,561,4.5833,197056,<1H OCEAN,,190700
-118.49,34.02,27,4725,1185,1945,1177,4.1365,462840.12,<1H OCEAN,,470800
-122.62,38.24,19,1687,253,893,257,6.204,229965,<1H OCEAN,,201800
-117.27,32.98,17,1853,392,351,208,5.2742,273336.1,NEAR OCEAN,,230700
-121.3,38.71,17,5434,1106,2755,1047,2.8226,107710,INLAND,,99900
-121.02,37.7,16,3476,650,2126,665,3.3438,130164,INLAND,,125400
-118.3,33.98,52,1371,315,986,277,2.9432,110922.02,<1H OCEAN,,94000
-118.28,33.96,42,1604,399,1581,387,1.7656,97778,<1H OCEAN,,96700
-116.48,33.84,5,5480,1371,1050,485,1.7204,128558,INLAND,,137500
-118.31,33.9,28,1576,400,891,378,2.6312,172863,<1H OCEAN,,171300
-122.15,37.72,29,4169,1047,2024,962,2.8125,167954,NEAR BAY,,157400
-118.18,33.82,43,284,65,167,68,4.25,229663.01,NEAR OCEAN,,207500
-118.13,34.1,26,3050,825,2153,772,3.1103,212285,<1H OCEAN,,214100
-118.05,34.11,48,1410,304,677,274,3.2596,253283,INLAND,,272400
-118.2,33.96,44,3114,779,2959,776,3.1875,169048,<1H OCEAN,,171700
-122.27,37.8,52,249,78,396,85,1.2434,362852.63,NEAR BAY,,500001
-117.64,34.15,16,2896,404,1165,379,6.4559,329132,INLAND,,392900
-118.43,34.04,42,2725,569,1115,516,4.5833,423686.16,<1H OCEAN,,427500
-121.7,38.1,19,4896,1083,2150,905,3.3398,109742,INLAND,,89700
-118.48,34.03,19,902,284,414,272,1.3333,313926.01,<1H OCEAN,,310000
-117.97,34.07,22,1438,364,1325,335,2.7802,163344,<1H OCEAN,,162500
-121.28,38.71,35,3095,594,1550,576,3.575,116821,INLAND,,113500
-122.06,37.4,21,12855,3226,7273,3052,4.3351,273421.03,NEAR BAY,,267400
-117.9,33.91,33,4181,804,2049,834,4.3103,202719,<1H OCEAN,,201600
-122.52,37.94,18,1804,284,600,241,5.9582,425283.65,NEAR BAY,,500001
-118.37,34.22,11,2127,581,1989,530,2.9028,180657,<1H OCEAN,,174100
-124.14,40.6,27,1148,206,521,219,4.025,122229,NEAR OCEAN,,128100
-120.95,37.61,17,4054,654,2034,667,4.6833,149585,INLAND,,142200
-118.34,34.07,52,3175,1057,1594,997,3.1766,263181.02,<1H OCEAN,,225000
-116.71,33.94,12,549,109,209,90,3.0208,75237,INLAND,,66300
-121.92,38.01,7,1632,248,879,262,6.1237,174243,INLAND,,166000
-119.12,36.29,29,1638,323,942,322,2.1731,69534,INLAND,,66200
-117.85,34.09,16,4556,639,2066,651,6.4667,279618.01,<1H OCEAN,,263900
-121.25,37.95,40,1703,362,1208,373,2.0817,60564,INLAND,,55300
-120.99,37.64,50,683,189,459,195,1.8162,76915,INLAND,,70000
-122.71,38.45,48,3118,561,1275,530,3.455,209500,<1H OCEAN,,222100
-121.55,40.48,14,2413,524,805,329,2.7857,87231,INLAND,,77400
-116.85,34.25,5,5806,1030,569,219,4.0132,156657,INLAND,,163100
-118.44,33.79,27,2141,260,635,240,11.6648,500001,NEAR OCEAN,,500001
-118.37,34.07,52,2195,435,884,432,5.24,471757.13,<1H OCEAN,,486400
-117.2,33.12,18,4372,736,1473,675,5.1194,274965.03,NEAR OCEAN,,247800
-118.08,33.85,19,4261,678,2621,661,6.2427,302093,<1H OCEAN,,288700
-117.84,33.77,14,4412,952,1656,874,4.3292,213429,<1H OCEAN,,206500
-118.16,34.11,48,1091,236,632,234,3.7235,257578,<1H OCEAN,,263600
-121.76,38.94,48,540,110,234,74,3.6111,94811,INLAND,,67500
-118.37,33.92,39,1073,206,556,204,4.8611,256803,<1H OCEAN,,245600
-118.16,34.01,36,931,246,732,235,1.7679,151417,<1H OCEAN,,142800
-118.97,35.38,35,1673,426,1041,413,1.375,56583,INLAND,,57500
-122.22,37.8,52,2183,465,1129,460,3.2632,213280,NEAR BAY,,227700
-122.12,37.44,33,2974,623,1435,588,5.485,386311.01,NEAR BAY,,406300
-118.29,34.06,9,1554,815,1704,761,2.0185,165599,<1H OCEAN,,141700
-117.27,34.12,31,2209,636,1314,562,1.7235,76786,INLAND,,78800
-117.7,33.55,12,2459,390,1054,391,7.1736,280064,<1H OCEAN,,262100
-122.28,37.81,52,386,164,346,155,0.8075,129230,NEAR BAY,,137500
-117.05,33.01,19,3558,588,1439,578,4.625,211868,<1H OCEAN,,211100
-121.81,37.36,20,3189,420,1234,389,7.5813,368603.04,<1H OCEAN,,374100
-120.65,35.32,20,626,212,3574,261,1.0298,269738.05,NEAR OCEAN,,300000
-117.17,32.75,38,5430,1176,2357,1100,3.654,272438.01,NEAR OCEAN,,249000
-117.95,34.08,34,2278,476,1728,448,3.125,167060,<1H OCEAN,,154100
-121.46,38.65,8,3746,767,2161,744,3.2039,106366,INLAND,,103400
-121.97,37.8,17,3279,418,1222,381,7.9168,377581.01,<1H OCEAN,,356000
-117.36,33.2,19,2129,562,1323,525,2.9539,171787,NEAR OCEAN,,169900
-117.34,33.19,19,3575,525,1654,559,5.7409,283887.02,NEAR OCEAN,,274100
-121.01,37.64,36,1981,507,1998,468,1.9013,72938,INLAND,,69900
-124.23,40.81,52,1112,209,544,172,3.3462,66881,NEAR OCEAN,,50800
-121.87,37.28,21,3305,749,2459,701,3.9688,239039,<1H OCEAN,,249600
-119.4,35.06,21,2213,458,1250,440,2.9187,63684,INLAND,,52100
-117.75,34.05,35,1293,339,1494,312,1.6645,99035,INLAND,,93300
-117.6,33.87,15,7626,1570,3823,1415,3.4419,144620,INLAND,,138100
-117.31,34.14,38,2011,448,1190,403,1.8654,84132,INLAND,,89400
-120.54,34.97,23,1353,345,1322,336,1.8185,105710,<1H OCEAN,,97800
-119.75,36.77,32,1962,399,1005,392,2.6726,70515,INLAND,,70400
-118.35,33.87,34,2823,500,1429,483,5.5,287962,<1H OCEAN,,279600
-118.03,34.06,36,1018,305,1307,292,2.1453,162170,<1H OCEAN,,162100
-117.95,33.87,22,1432,335,746,296,2.0227,89589.01,<1H OCEAN,,55000
-118.23,34.13,48,1308,,835,294,4.2891,230018,<1H OCEAN,,214800
-119.82,36.81,25,3305,551,1149,500,5.0698,147842,INLAND,,150900
-122.49,37.75,45,2341,461,1092,438,4.8036,305434.01,NEAR OCEAN,,297800
-118.26,34.14,29,3431,1222,4094,1205,2.2614,222106,<1H OCEAN,,248100
-116.99,32.73,30,1856,339,1103,379,4.0357,154387,<1H OCEAN,,153800
-118.53,34.22,29,4101,849,2630,867,4.6607,219966,<1H OCEAN,,199800
-122.52,38.27,18,2405,390,872,367,5.2155,258700.01,<1H OCEAN,,248300
-122.3,37.52,32,2297,347,871,342,8.1039,418185.27,NEAR OCEAN,,382200
-118.23,33.97,44,2748,715,2962,703,2.6951,165056,<1H OCEAN,,169300
-118.16,34.14,41,3039,482,973,446,7.4817,474020.7,<1H OCEAN,,500001
-118.3,34.1,36,2284,899,1964,839,1.9297,205653,<1H OCEAN,,203300
-117.79,33.7,6,1593,371,832,379,4.4286,221898,<1H OCEAN,,239500
-118.33,34.02,46,2223,361,968,373,4.26,182811.01,<1H OCEAN,,182600
-119.68,37.19,10,3113,589,1508,512,2.8167,103151,INLAND,,96100
-117.75,34.07,52,1279,213,444,204,5.2269,178432,INLAND,,161000
-121.91,37.3,43,828,151,446,145,4.4375,299702,<1H OCEAN,,327600
-117.67,34.13,10,2846,362,1221,355,7.7234,295321,INLAND,,304100
-119.23,36.45,36,1508,323,1283,312,2.1205,60396,INLAND,,60000
-117.5,33.96,12,7923,1470,4861,1385,4.2985,145440,INLAND,,139200
-118.13,33.79,45,2317,448,1057,428,4.375,243712.01,NEAR OCEAN,,234800
-119.89,34.44,25,2786,470,1669,462,5.5184,275247,NEAR OCEAN,,268300
-121.49,38.5,32,2364,439,1331,449,3.319,90740,INLAND,,84500
-117.94,33.88,35,2159,343,833,335,5.3738,323694,<1H OCEAN,,365100
-118.39,33.86,24,2386,582,1152,568,4.8971,389463.01,<1H OCEAN,,400700
-118.32,34.17,47,2589,465,1284,485,5.1008,265326,<1H OCEAN,,247100
-121.75,36.95,27,1580,303,1066,306,4.7071,216840,<1H OCEAN,,202700
-118.11,33.82,36,1999,390,887,379,3.8162,229902,<1H OCEAN,,221900
-122.23,37.79,48,1696,396,1481,343,2.0375,121109,NEAR BAY,,122500
-121.38,38.4,15,4155,637,1722,616,4.8831,157124,INLAND,,154400
-121.44,38.52,38,2080,388,995,380,2.7697,80324,INLAND,,76600
-120.49,37.31,45,1834,421,1405,407,2.0521,74209,INLAND,,72400
-121.48,38.57,52,567,193,272,187,1.625,149018,INLAND,,187500
-117.44,34.45,6,6068,1137,3094,947,3.5167,128202,INLAND,,130900
-117.91,33.74,25,4273,965,2946,922,2.9926,185681,<1H OCEAN,,183200
-122.43,37.76,52,2332,434,861,406,4.4318,429761.06,NEAR BAY,,437500
-122.26,38.33,34,2048,316,780,267,5.815,313645,NEAR BAY,,339200
-118.04,34,30,5308,854,2114,838,5.1985,268605,<1H OCEAN,,279200
-118.1,33.91,29,505,113,411,113,2.6397,169066,<1H OCEAN,,164400
-121.92,37.24,27,1265,216,660,232,5.3911,284201.01,<1H OCEAN,,281200
-121.92,40.52,13,4581,881,1799,734,2.2993,96622,INLAND,,99500
-119.15,34.17,23,2239,537,784,497,1.6038,211534,NEAR OCEAN,,194300
-117.8,33.63,15,3236,451,1289,416,11.1121,493285.28,<1H OCEAN,,493000
-117.17,32.78,42,1104,305,892,270,2.2768,160926,NEAR OCEAN,,145200
-122.25,38.11,52,2846,705,1519,620,2.1976,107200,NEAR BAY,,97900
-118.41,33.89,38,4166,828,1600,770,6.3861,476624.69,<1H OCEAN,,500001
-117.83,33.97,11,21533,3078,9671,2890,7.0329,365670.02,<1H OCEAN,,368300
-121.3,37.85,35,1034,206,604,192,2.2391,109725,INLAND,,120000
-121.06,39.03,11,1887,303,775,283,3.8417,183801,INLAND,,187200
-117.87,33.85,33,45,11,34,10,5.2949,314546.02,<1H OCEAN,,350000
-122.11,37.64,8,3592,849,1907,746,3.6708,208306,NEAR BAY,,197900
-117.22,34.13,10,5951,1330,3204,1159,2.7011,108091,INLAND,,110200
-121.94,37.26,21,3843,716,1850,705,4.6758,262856,<1H OCEAN,,264200
-118.15,34.14,45,543,191,454,181,2.3,99438,<1H OCEAN,,55000
-122.43,37.8,52,1006,251,349,233,3.2235,490487.14,NEAR BAY,,500000
-118.18,34.02,37,2631,734,3228,701,2.15,139647,<1H OCEAN,,132200
-122.17,37.48,39,2427,401,1178,408,5.9629,358810.03,NEAR BAY,,352700
-117.11,33.11,17,2641,627,1167,647,2.2875,131653,<1H OCEAN,,132400
-122.48,37.7,33,4167,1398,2923,1314,3.049,301513,NEAR OCEAN,,307000
-121.91,37.44,19,2174,484,1645,484,5.0362,243750,<1H OCEAN,,255100
-117.21,34.13,31,3037,565,1834,575,3.3445,96125,INLAND,,92900
-118.32,33.85,42,3146,770,1859,740,3.5073,246582,<1H OCEAN,,234800
-118.35,34.04,36,1956,601,1672,546,1.8685,148101,<1H OCEAN,,150700
-118.45,34.05,28,801,399,936,406,2.1875,216322.02,<1H OCEAN,,181300
-117.02,32.67,20,1505,184,635,182,6.5772,258189,NEAR OCEAN,,245200
-122.01,37.94,26,1619,224,706,220,6.0704,273869,NEAR BAY,,268000
-117.89,33.92,14,1562,373,609,328,2.3935,134503,<1H OCEAN,,125000
-122.01,37.98,25,1476,336,777,297,3.5179,163748,NEAR BAY,,165500
-120.08,41.79,34,1355,262,434,178,2.0903,60083,INLAND,,56100
-119.22,35.68,16,2874,677,3078,651,1.8843,57036,INLAND,,55200
-121.32,38.02,23,3251,689,1890,668,3.0729,106939,INLAND,,104800
-121.56,39.1,28,2130,484,1195,439,1.3631,49577,INLAND,,45500
-118.94,37.13,12,2255,472,1006,334,4.1563,102126,INLAND,,94000
-119.83,36.72,28,60,10,46,13,4.35,84235,INLAND,,67500
-118.31,33.93,37,1282,244,852,249,4.2917,141765,<1H OCEAN,,127900
-122.44,37.79,52,2083,491,1224,483,4.0882,470129.25,NEAR BAY,,468800
-117.26,32.95,15,1882,233,704,219,6.9794,440010.66,NEAR OCEAN,,500001
-120.63,35.27,23,1630,253,704,263,5.156,281899,NEAR OCEAN,,251300
-116.14,34.45,12,8796,1721,11139,1680,2.2612,115690,INLAND,,137500
-118.16,33.91,35,1403,338,1415,367,3.0967,150938,<1H OCEAN,,144000
-118.13,34.02,40,2988,690,2144,667,2.3359,182537,<1H OCEAN,,189300
-117.24,33.77,9,6907,1379,3665,1290,2.8401,114033,INLAND,,104200
-117.3,34.12,43,1018,261,736,215,2.6,73020,INLAND,,66900
-118.17,33.98,27,1871,556,2542,581,2.8427,164312,<1H OCEAN,,164400
-117.82,33.64,18,1974,260,808,278,9.8589,487064.79,<1H OCEAN,,500001
-119.92,34.44,17,2143,324,1073,330,6.0321,372127.01,NEAR OCEAN,,402600
-120.07,39.24,20,3729,614,365,152,4.962,171292,INLAND,,169500
-120.56,38.09,34,2745,559,1150,491,2.3654,98238,INLAND,,94900
-118.15,33.96,33,2418,485,1397,477,3.1083,256451,<1H OCEAN,,285500
-117.63,33.46,7,7684,1088,2812,1057,6.3401,352150,NEAR OCEAN,,387300
-121.96,37.58,15,3575,597,1777,559,5.7192,276241,<1H OCEAN,,283500
-121.92,36.55,52,2616,483,582,313,3.275,444330.62,NEAR OCEAN,,500001
-120.78,38.74,28,4236,877,2008,881,2.1603,108550,INLAND,,111300
-117.94,33.85,26,1888,429,1550,458,3.3393,180747,<1H OCEAN,,168600
-122.24,37.83,41,2576,406,794,376,5.956,359522,NEAR BAY,,366100
-118.13,33.87,45,1606,300,735,295,4.6765,219829,<1H OCEAN,,198400
-118.19,34.03,52,1053,246,1036,249,2.1071,139108,<1H OCEAN,,136700
-117.9,34.08,32,2068,356,976,370,5.212,208935,<1H OCEAN,,201200
-117.01,32.8,20,2705,545,1198,497,3.7159,170404,<1H OCEAN,,168900
-119.02,35.33,26,3691,826,2072,827,2.1553,77261,INLAND,,84700
-117.07,32.8,31,2550,395,1017,405,5.1488,181630,<1H OCEAN,,181000
-118.23,33.93,35,1149,277,909,214,1.7411,96343,<1H OCEAN,,96700
-122.42,37.73,46,1819,411,1534,406,4.0132,233565,NEAR BAY,,229400
-121.96,37.53,28,2949,529,1538,545,4.9615,231093,<1H OCEAN,,228000
-117.21,34.05,4,2904,764,1250,664,3.2131,130128,INLAND,,137500
-119.82,36.84,9,2340,544,860,520,3.3229,116871,INLAND,,119300
-122.5,37.75,44,1739,343,872,330,2.9632,281777,NEAR OCEAN,,286300
-119.8,36.68,31,2214,432,1326,416,2.1691,66801,INLAND,,66700
-117.89,33.66,32,2736,550,1279,534,5.5422,258339.01,<1H OCEAN,,253100
-118.46,34.21,7,2081,657,1456,535,3.5,189763,<1H OCEAN,,186900
-123.8,39.47,28,2492,507,1202,460,2.7857,137372,<1H OCEAN,,150300
-121.31,37.99,15,3103,965,3061,861,1.3729,105880,INLAND,,110300
-122.46,37.79,52,2005,359,847,356,4.1029,494392.9,NEAR BAY,,500001
-121.87,37.57,13,5519,833,2444,825,7.0691,370510.02,<1H OCEAN,,393200
-120.09,34.61,11,586,125,317,74,2.8906,159629.08,NEAR OCEAN,,84400
-118.19,34.06,37,1715,456,2052,440,2.3125,125082,<1H OCEAN,,116100
-117.68,33.63,13,5830,921,2897,891,6.2403,264318,<1H OCEAN,,257400
-118.23,33.93,23,545,131,610,126,1.4861,96256,<1H OCEAN,,95100
-119.11,34.33,14,4026,769,1825,671,3.5541,201558,<1H OCEAN,,191800
-121.31,37.98,47,3386,663,1228,619,3.0625,132882,INLAND,,141500
-122.4,37.58,26,3281,,1145,480,6.358,479989.74,NEAR OCEAN,,500001
-118.49,34.31,25,1024,145,357,147,7.0598,347401.02,<1H OCEAN,,356300
-115.55,32.78,5,2652,606,1767,536,2.8025,80623,INLAND,,84300
-120.94,37.59,16,3964,824,2622,766,2.3152,109729,INLAND,,111300
-123.21,39.2,17,3145,693,1560,647,2.2926,135495,<1H OCEAN,,149300
-121.48,38.62,23,7709,1279,4147,1262,3.8272,116428,INLAND,,96600
-118.11,33.79,36,1993,354,884,337,5.587,259283,<1H OCEAN,,244900
-118.31,34.09,42,1951,846,2500,813,1.5195,217735,<1H OCEAN,,218200
-117.05,32.61,31,4033,715,2585,715,3.5096,137716,NEAR OCEAN,,139900
-117.62,33.43,27,3858,1062,2321,873,3.3155,235103.01,NEAR OCEAN,,231000
-122.75,38.43,36,1599,345,1086,314,2.6667,149841,<1H OCEAN,,149100
-121.78,37.31,25,2093,297,983,338,6.4664,275813.01,<1H OCEAN,,271500
-122.46,37.7,37,3029,738,2436,700,3.3214,247958,NEAR OCEAN,,243200
-122.06,37.27,16,1612,221,567,208,10.5793,483463.85,<1H OCEAN,,500001
-120.97,37.67,16,1499,250,1292,271,4.3851,129362,INLAND,,117300
-117.66,34.04,10,3657,695,2079,663,4.2054,159087,INLAND,,159900
-122.24,37.79,39,1469,431,1464,389,2.1638,109716,NEAR BAY,,105500
-119.69,36.83,28,1868,350,898,329,3.1814,87022,INLAND,,78900
-118.31,33.91,36,961,173,625,179,4.2596,178766,<1H OCEAN,,181100
-118.33,34.16,44,2705,649,1676,654,3.4286,262441.01,<1H OCEAN,,247900
-121.6,36.88,21,3416,624,1862,595,4.7813,238055,<1H OCEAN,,241500
-121.7,37.91,17,1962,291,825,267,4.8958,196813,INLAND,,187100
-118.5,34.04,52,3000,374,1143,375,15.0001,500001,<1H OCEAN,,500001
-122.22,38.11,43,1939,353,968,392,3.1848,121891,NEAR BAY,,112700
-116.08,33.86,16,381,89,182,75,2.425,84399,INLAND,,76100
-118.25,34.05,52,2806,1944,2232,1605,0.6775,332359.09,<1H OCEAN,,350000
-118.25,34.09,52,2050,429,957,418,3.5603,213775,<1H OCEAN,,210000
-119.88,34.4,25,2741,623,2272,624,2.2647,217125.01,NEAR OCEAN,,216700
-118.12,34.01,33,1956,478,1472,464,1.9867,168473,<1H OCEAN,,166300
